handle,text,fav,location,
@marcorubio,'Atlanta need to play to punt here try to pin inside 10',234,None,""
@marcorubio,'There are maybe two people in league today who can make that catch',662,None,""
@marcorubio,'This could be a career defining drive for Matt Ryan',516,None,""
@marcorubio,'The 8 points from pick six and missed extra point is now the difference in the game.',307,None,""
@marcorubio,"'And the quick score, less than 2 minutes on the drive'",284,None,""
@marcorubio,'And there is the turnover',376,None,""
@marcorubio,'If Falcons get 1st down here with 9 minutes left Patriots have at most two full possessions left unless they get a turnover or quick score',260,None,""
@marcorubio,'Worse thing about #SuperBowl blowouts? Everyone leaves early &amp; you become sole member of the cleanup crew.',1049,None,""
@marcorubio,'That was a sack of Brady with evil intentions',637,None,""
@marcorubio,'When it rains.......',730,None,""
@marcorubio,'Need to look for Bennett here',214,None,""
@marcorubio,'cant run and dropping passes very UN-patriot like Credit to Atlanta D Playing aggressive man &amp; willing to take a few holding calls downfield',649,None,""
@marcorubio,'Because Dolphins have played him twice a year for 15 years I have seen this movie before. Brady is very good in these situations.',680,None,""
@marcorubio,'Very big 3rd down',335,None,""
@marcorubio,'opening drive of 2nd half of this #SuperBowl is big. If @AtlantaFalcons put up another 7 will be quite a statement &amp; may be fatal dagger',470,None,""
@marcorubio,"Wasn't sure what to expect with everything going on. But that was quite a show by @ladyGaga one of best #SuperBowl\\xa0 shows I can remember""""""",8695,None,""
@marcorubio,'When you are down 18 the longer than usual halftime of a #SuperBowl is a bit of a break.A little longer to make adjustments &amp; break momentum',666,None,""
@marcorubio,'This is where they miss Gronk. Inside the 20',886,None,""
@marcorubio,'Wow! Pick Six.',1029,None,""
@marcorubio,"'No quarterback, not even the great Tom Brady is going to do well with being roughed up on virtually every pass play.'",1344,None,""
@marcorubio,"I hadn't seen many @AtlantaFalcons all year. The speed of their defense at the second and third level is impressive.""""""",1013,None,""
@marcorubio,'Liberty City own @devontafreeman makes his mark on first play from scrimmage',347,None,""
@marcorubio,'President George H.W. Bush such a honorable and decent man. Wonderful moment at #SuperBowl',8124,None,""
@marcorubio,'Congratulations @JasonTaylor elected @NFL HOF.Great player I had privilege to watch since day 1 with @MiamiDolphins https://t.co/TKd9BXOTB6',455,None,""
@marcorubio,'Only reason we should ever lift sanctions on #Putin is if he meets conditions of sanctions &amp; ends violations of #ukraine sovereignty. MR',3749,None,""
@marcorubio,'My prediction: the Patriots will beat the Falcons in Super Bowl LI https://t.co/tUIjofeVbe',1021,None,""
@marcorubio,"'When has a Democratic political activists been poisoned by the GOP, or vice versa? We are not the same as #Putin. MR'",14045,None,""
@marcorubio,'RT @CMandreucci: ICYMI: Rubio Bill Targets Outdated Law That Impedes Beach Replenishment Efforts https://t.co/DE740P3GNV',0,None,""
@marcorubio,"'RT @FedSoc: ""The purpose of the Constitution is not to empower government but to limit it."" @marcorubio #FedSocEvents https://t.co/PAQv0FCw\\u2026'",0,None,""
@marcorubio,"Very proud of my friend @jsrmiyares who exposed Governor's #Cuba hypocrisy in a speech in the @VaHouse yesterday. https://t.co/mVgBAkNCsK""""""",626,None,""
@marcorubio,'Another strong day by our Ambassador to the #UnitedNations @nikkihaley as she condemns Putin aggression against\\u2026 https://t.co/uCwxOGJhfK',2883,None,""
@marcorubio,'Radical left wing extremists are now in control of many Senate Democrats. And they have been ordered to block every\\u2026 https://t.co/KBLmubLDer',3525,None,""
@marcorubio,'Good to see Trump admin put #Iran on notice. https://t.co/eM3mYR1kO7 Why we need new sanctions on missiles. https://t.co/0iqhN7GkV2',1700,None,""
@marcorubio,'Many Democratic colleagues tell me they have heavy pressure from left wing radicals to oppose everything even before they know what it is',6885,None,""
@marcorubio,'Role of #SCOTUS member is to apply the Constitution not to change it or substitute it with their own political views.',3445,None,""
@marcorubio,"'#GorsuchNomination by @POTUS best pick since Reagan.High intellect,reasonable,federalist. Imagine what pick would be if Clinton had won!'",3807,None,""
@marcorubio,'I want ur opinion!  #scotus https://t.co/p43CB2xiVl',725,None,""
@marcorubio,"'Judge Gorsuch is a highly qualified, mainstream jurist, which is why he was unanimously confirmed to circuit court by the Senate in 2006.'",9046,None,""
@marcorubio,"'Following orders of leftwing extremists, @SenateDems boycotted vote on @POTUS nominees for Treasury &amp; HHS. They will still be confirmed! MR'",3944,None,""
@marcorubio,'Strong message sent by @nikkihaley Her first courtesy calls &amp; phone conversations were with #Israel #UnitedKingdom\\u2026 https://t.co/oMeB0RM2e1',1504,None,""
@marcorubio,'RT @BurgosGOP: New Tonight: Sens. @marcorubio &amp; @SenatorTimScott weigh in on refugee executive order: https://t.co/MwSKemETPr https://t.co/\\u2026',0,None,""
@marcorubio,'RT @SenRubioPress: Today we honor the 7 Americans we lost in the @nasa #Challenger space shuttle tragedy 31 years ago. https://t.co/Kjmj5Ds\\u2026',0,None,""
@marcorubio,'Proud to support the thousands who #MarchforLife today under the simple truth that all human life is sacred https://t.co/MOqs9Kt5is #ProLife',7965,None,""
@marcorubio,"'On International #HolocaustRemembrance Day, #WeRemember the millions of Jews and other innocents who perished.\\u2026 https://t.co/dxCoBkBJxV'",3504,None,""
@marcorubio,'Incredibly proud for my friend @nikkihaley https://t.co/a0o8HVOPro',3410,None,""
@marcorubio,"RT @SenRubioPress: Sen. @MarcoRubio's statement on his vote regarding Rex Tillerson for secretary of state: https://t.co/AwHj0Q5NNw""""""",0,None,""
@marcorubio,'Great crowd on a great day for our country. https://t.co/Sc0iZx5E6E',4807,None,""
@marcorubio,'We also thank @BarackObama @MichelleObama for your service to our country. May God bless you as you begin this new phase in your lives. MR',12265,None,""
@marcorubio,'Today Jeanette &amp; I pray for @realDonaldTrump May God protect you &amp; your family &amp; give you wisdom &amp; strength to lead our nation. MR',11534,None,""
@marcorubio,"'RT @SenRubioPress: As U.S. ambassador to the U.N., @NikkiHaley will stand up for American values &amp; #humanrights, &amp; be a true friend of #Isr\\u2026'",0,None,""
@marcorubio,'Thanks for everything.  Great to see you. https://t.co/b67MWAeWc',405,None,""
@marcorubio,'Keeping former President @GeorgeHWBush in my prayers this morning. Wishing him a speedy recovery. Stay strong #41.',3638,None,""
@marcorubio,'RT @um_republicans: Our #mcm goes out to UM alum @marcorubio for chatting with dedicated CRs at our quarterly meeting! TY for all you do fo\\u2026',0,None,""
@marcorubio,"'RT @SenRubioPress: Dr. King taught us we can turn even the most painful forms of hatred into catalysts for forgiveness, love &amp; progress htt\\u2026'",0,None,""
@marcorubio,'Congratulations to my friend @GovGoneWild on his re-election as Chairman of the @FloridaGOP!',537,None,""
@marcorubio,'RT @SenRubioPress: .@SenatorCardin and I urge Paris conference attendees not to interfere in the Israeli-Palestinian peace process: https:/\\u2026',0,None,""
@marcorubio,'RT @SenRubioPress: General James Mattis will serve our nation honorably and effectively as our next secretary of defense: https://t.co/ydui\\u2026',0,None,""
@marcorubio,'Castro regime has jailed Cuban dissident Dr. @OscarBiscet. He should be released immediately. Pres Obama\\u2019s #Cuba policy failed. #FreeBiscet',2136,None,""
@marcorubio,"#Taiwan's democratically elected president &amp; officials are welcome in Florida again any time.\\u2026 https://t.co/zM6WHpvAAH""""""",1967,None,""
@marcorubio,'My staff will follow up. #TeamMarco https://t.co/o6Wwm75o5n',396,None,""
@marcorubio,'Despicable attack in #Jerusalem by Palestinian terrorist. America stands with #Israel in the face of terrorism.',4662,None,""
@marcorubio,'Spoke to @TSA administrator to get latest info on #FortLauderdale airport shooting. #FLL',659,None,""
@marcorubio,'Praying for the victims and everyone at the #FortLauderdale airport. #FLL',6508,None,""
@marcorubio,"Abuse of Cuban refugee benefits must end. Can't allow taxpayer money to be stolen &amp; funneled back to #Cuba like this https://t.co/s5UzkeASs0""""""",1156,None,""
@marcorubio,"Secretary Kerry's anti-Israel speech undermines America's moral standing. #teammarco https://t.co/OHTEimDRLz""""""",5428,None,""
@marcorubio,'RT @SenRubioPress: Secretary Kerry today once again decided to cater to the demands of freedom\\u2019s enemies and devote an entire speech to\\u2026htt\\u2026',0,None,""
@marcorubio,"'""For to us a child is born, to us a son is given..."" Isaiah 9:6 https://t.co/jqN9yaYwaq'",3977,None,""
@marcorubio,'RT @RebecaSosaMiami: Big congrats to @CLINTHREED new Chief of Staff to Senator @marcorubio!',0,None,""
@marcorubio,'RT @NatyonAMFM: Thank you Sen marcorubio for such a kind gesture. Merry Christmas to you and your beautiful\\u2026 https://t.co/lbzlGH6CkV',0,None,""
@marcorubio,"RT @learyreports: .@marcorubio's formal support: https://t.co/x4yvyHLqSi""""""",0,None,""
@marcorubio,"'Being a ""friend of Vladimir"" is not an attribute I am hoping for from a #SecretaryOfState - MR'",21227,None,""
@marcorubio,'Congratulations to @JohnKennedyLA on winning his election today in Louisiana.  I look forward to our service together.  #LASen',2340,None,""
@marcorubio,'RT @SenRubioPress: This is a big achievement for Florida\\u2019s future &amp; 1 of the things I\\u2019m most proud of accomplishing during my 1st term: htt\\u2026',0,None,""
@marcorubio,'Proud to stand with my friend @JoshMandelOhio - https://t.co/fYaVPIydTV',470,None,""
@marcorubio,'Please Read: Let #Cubans choose their own future https://t.co/pGQaXnWkps #Cuba',406,None,""
@marcorubio,'It was a blessing to serve with @KellyAyotte I know we will see her again serving our country &amp; the #GraniteState of #NewHampshire',629,None,""
@marcorubio,'Excited to support @GovGoneWild for re-election as Chairman of @FloridaGOP!  #TeamMarco',232,None,""
@marcorubio,'We will miss @SenDanCoats a true patriot who has served #Indiana &amp; America with distinction &amp; honor.',421,None,""
@marcorubio,'Great news! @CommBovo will do a great job for @MiamiDadeCounty https://t.co/SIBhZy5kOo',213,None,""
@marcorubio,"'Detained Cuban artist who mocked #FidelCastro death \\u2018was badly beaten,\\u2019 family says https://t.co/tfHzHCUNRi'",457,None,""
@marcorubio,"'RT @realDonaldTrump: If Cuba is unwilling to make a better deal for the Cuban people, the Cuban/American people and the U.S. as a whole, I\\u2026'",0,None,""
@marcorubio,"'Took me a while because it was a busy weekend. #FidelCastro died, #MiamiDolphins won &amp; one other thing happened I w\\u2026 https://t.co/HBirlwufay'",714,None,""
@marcorubio,'RT @Kiko__Alonso: Vamos Co\\xf1o !!!!\\U0001f1e8\\U0001f1fa\\U0001f1e8\\U0001f1fa #FinsUp #MiamiDolphins #MIAvsSF #CubaLibre https://t.co/OQalrEtraS',0,None,""
@marcorubio,"Rolling back President Obama's one-sided concessions to the Castro regime will be a top priority for me. https://t.co/3IRgrFc7kx""""""",2232,None,""
@marcorubio,'Is this a real statement or a parody? Because if this is a real statement from the PM of Canada it is shameful &amp; em\\u2026 https://t.co/jqS62nwMB3',25588,None,""
@marcorubio,"RT @Kasparov63: Fidel Castro was one of the 20th century's many monsters. We should lament only that he had so long to inflict misery on Cu\\u2026""""""",0,None,""
@marcorubio,'RT @Jamie_Weinstein: Compare the ledes for the NYTimes obits of Castro and Pinochet: https://t.co/eUADJbYJnO',0,None,""
@marcorubio,"'RT @SalenaZito: The glamorization of Fidel Castro today is disturbing, if you love life, freedom and liberty you are appalled. https://t.co\\u2026'",0,None,""
@marcorubio,'RT @RosaMariaPaya: State Security has kidnaped @dmmelsexto &amp; several democratic activists \\nThe terror system imposed by #fidelcastro transc\\u2026',0,None,""
@marcorubio,"RT @CapitolCubans: Cuban dissident artist #ElSexto taken by Castro's secret police. https://t.co/rsUQyI3dPt""""""",0,None,""
@marcorubio,'RT @alex____mar: @dmmelsexto was just arrested at the hands of state security. #elsexto https://t.co/L0IPnNmzz6',0,None,""
@marcorubio,"'Under #FidelCastro Cuba represses nearly all forms of political dissent,\\u201d the independent group Human Rights Watch observed in 2008.'",1795,None,""
@marcorubio,"'When #FidelCastro ships spotted tugboat full of refugees on July 1994, blasted it to pieces with high-pressure fire hoses. 41 refugees died'",3346,None,""
@marcorubio,"'Well into the 1970s, #FidelCasto was imprisoning gays and long-haired young people in work camps.\\n\\nRead more here: https://t.co/7tTXe8KYtp'",4186,None,""
@marcorubio,"'#FidelCastro ""created repressive state where his secret police &amp; pro-government mobs attacked those who dared to call for democratic change""'",2433,None,""
@marcorubio,"'""a ruthless dictator..executed thousands of opponents, imprisoned tens of thousands.."": https://t.co/7tTXe8KYtp'",2163,None,""
@marcorubio,"Today let's remember how #FidelCastro used MIG-29 combat pilots to kill unarmed civilians #Brotherstotherescue back in 1996. #cuba""""""",3827,None,""
@marcorubio,"'So called ""Journalists"" hail  #FidelCastro\\u2019s Achievements, \\u2018George Washington,\\u2019 \\u2018Folk Hero to Most of Us\\u2019 https://t.co/72GUOkqhEq'",1172,None,""
@marcorubio,"'History will remember Fidel Castro as an evil, murderous dictator who inflicted misery &amp; suffering on his own people https://t.co/Y7207S6qVD'",13534,None,""
@marcorubio,'RT @edhenry: Today on @ffweekend @marcorubio https://t.co/RWQBs5W4jh',0,None,""
@marcorubio,"'RT @FoxNews: .@marcorubio: ""I would hope that [the Obama Admin.] would send no one to the funeral."" #FidelCastro #Cuba https://t.co/JoSxraB\\u2026'",0,None,""
@marcorubio,'President Obama issued a pathetic statement on death of dictator #FidelCastro with no mention of thousands he killed &amp; imprisoned. #Cuba',19836,None,""
@marcorubio,"'From our family to yours, we wish you a very Happy Thanksgiving! https://t.co/LIvHMJx2rw'",2598,None,""
@marcorubio,'Congratulations to my friend @nikkihaley. A great choice by @realdonaldtrump.',3460,None,""
@marcorubio,'Congrats to my friend @CoryGardner as he takes over the @NRSC!',817,None,""
@marcorubio,"'RT @CLINTHREED: One week ago at about this moment-  ""Dad, u won!"" \\n\\n#TeamMarco #FlSen https://t.co/qTf0CKe9f1'",0,None,""
@marcorubio,'.@brechtgirl - stay strong \\U0001f4aa\\U0001f3fc\\U0001f64f\\U0001f3fb #TeamMarco https://t.co/gcrms1UA32',679,None,""
@tedcruz,"'""We can\\u2019t give up. Republicans promised repeal. The time to deliver is now."" https://t.co/vQyZHMThZs'",3478,None,""
@tedcruz,'RT @Federalists_USA: What Should Be the Next Step on Repealing ObamaCare? Ted Cruz Has the Answer | @Patterico @RedState https://t.co/XcPGJ\\u2026',0,None,""
@tedcruz,"'RT @DeptofDefense: Since 1861, nearly 3500 men &amp; 1 woman have received the #MOH, the highest military award for valor. https://t.co/LxnA3Su\\u2026'",0,None,""
@tedcruz,'Historic archive footage -- Dems attempting to land a punch on Judge Neil Gorsuch.... https://t.co/NGHs65Eq7g',1760,None,""
@tedcruz,"'RT @ConservAllies: Senate Democrats, #DoYourJob and vote to confirm Neil Gorsuch for #SCOTUS! https://t.co/e17kgylrWt https://t.co/zvILy3MD\\u2026'",0,None,""
@tedcruz,"RT @netanyahu: New US ambassador to Israel David Friedman will be warmly welcomed as President Trump's representative and as a close friend\\u2026""""""",0,None,""
@tedcruz,'Approving Keystone XL is a great step forward. https://t.co/wKhTJmK08y',2965,None,""
@tedcruz,'RT @DavidFeith: Ted Cruz introduces a bill pushing to redesignate North Korea a state sponsor of terror. @WSJopinion last month: https://t.\\u2026',0,None,""
@tedcruz,'RT @cnsnews: Sen. Cruz: Hypocritical of Dems to Criticize a Sitting Judge While Complaining About Trump Doing Same Thing https://t.co/0OOAI\\u2026',0,None,""
@tedcruz,"'RT @AbbottCampaign: On this day in 1775, Patrick Henry said, ""Give me liberty, or give me death!"" https://t.co/nDZzDhgyIK'",0,None,""
@tedcruz,"'RT @LedgeKing: At Commercial Spaceflight Federation breakfast, .@tedcruz talks about desire for long-term .@NASA authorization bill to prov\\u2026'",0,None,""
@tedcruz,'This is the first time in seven years we\\u2019ve had a NASA authorization bill: https://t.co/gA0gcQAZOU',1987,None,""
@tedcruz,"RT @ARSquared: .@tedcruz introduces his friend Alex Acosta at today's confirmation hearing for Labor Secretary\\n\\nhttps://t.co/AnfUHjzmv4""""""",0,None,""
@tedcruz,"'RT @Yamiche: Ted Cruz points out that this may be first time 3 Cuban Americans (Cruz, Marco Rubio, and Alex Acosta) have sat before the HEL\\u2026'",0,None,""
@tedcruz,"RT @JusticeWillett: Happy . . . 86th . . . 'day . . . to . . . @WilliamShatner! https://t.co/nowL1dEKz9""""""",0,None,""
@tedcruz,'RT @POTUS: Judge Gorsuch is the kind of judge we need on #SCOTUS - someone with a brilliant legal mind &amp; a commitment to constitutional pri\\u2026',0,None,""
@tedcruz,"'RT @ABCPolitics: Senator @TedCruz starts off his questioning of Neil Gorsuch with a ""Hitchhiker\'s Guide to the Galaxy"" reference. https://t\\u2026'",0,None,""
@tedcruz,'RT @B_Hay: Ted Cruz quoted Douglas Adams in a Senate hearing. I expect the dolphins to take off and thank us for all the fish any minute no\\u2026',0,None,""
@tedcruz,"'RT @jeff_foust: At a @csf_spaceflight breakfast this morning, Sen. Ted Cruz says he wants to do a long-term NASA authorization and a new co\\u2026'",0,None,""
@tedcruz,'RT @resurgent: VIDEO: Cruz Masterfully Undermines Dems at Gorsuch Hearing https://t.co/0zGq6G6xPb via @peterheck',0,None,""
@tedcruz,'RT @CR: Shoot for Mars! @RealDonaldTrump signs @tedCruz - @marcorubio $19.5 billion NASA bill https://t.co/6HwOYcSbEP \\nvia @JordanSchachtel',0,None,""
@tedcruz,"'RT @dcexaminer: Ted Cruz asks Gorsuch ""the ultimate question"" from ""Hitchhiker\'s Guide to the Galaxy"" https://t.co/Lh3VkXJ7ob https://t.co/\\u2026'",0,None,""
@tedcruz,"'RT @dcexaminer: Ted Cruz asks Gorsuch ""the ultimate question"" from ""Hitchhiker\'s Guide to the Galaxy"" https://t.co/SpYQChD52c https://t.co/\\u2026'",0,None,""
@tedcruz,"RT @Mediaite: Ted Cruz and Neil Gorsuch Discuss 'Hitchhikers Guide to The Galaxy' at Senate Hearing https://t.co/cQMaJKlA7d (VIDEO) https:/\\u2026""""""",0,None,""
@tedcruz,'RT @VP: .@POTUS has signed the first NASA Authorization Act in 7 years. Thank you to our Congressional partners &amp; @NASA for helping get thi\\u2026',0,None,""
@tedcruz,'RT @PatrickSvitek: .@TedCruz back at the White House today for this &gt; https://t.co/PgPGUDwlLl',0,None,""
@tedcruz,"'""It\\u2019s clear [Neil Gorsuch] has a staunch friend in Texas Senator Ted Cruz"" https://t.co/42hkfyGKH1 https://t.co/kEV2KwvpaZ'",2005,None,""
@tedcruz,"'RT @CR: Sen. @tedcruz delivers a brutal, one-line beatdown of Senate Dems attacking Neil Gorsuch https://t.co/6sCMPgwF08 \\nvia @ChrisCPandol\\u2026'",0,None,""
@tedcruz,'ICYMI: Cruz Points Out Democrats\\u2019 Prior Support for Gorsuch https://t.co/cRa91P8u9s',1205,None,""
@tedcruz,"'7 years ago, video of baby Caroline playing with her grandfather in the snow: https://t.co/DPQKPoI12m https://t.co/besVNTjc0T'",688,None,""
@tedcruz,"'A decade ago, Judge Gorsuch was confirmed in the Senate. Not one Democrat spoke in opposition to him. #SCOTUS https://t.co/u0HhkZ2viC'",3034,None,""
@tedcruz,"'RT @PatrickSvitek: .@TedCruz to Democrats: ""What has changed? Ten years ago, [Gorsuch] was so unobjectionable he didn\\u2019t merit even a whispe\\u2026'",0,None,""
@tedcruz,"'RT @PatrickSvitek: Cruz talks up 2016 election as referendum on direction of Supreme Court. ""The people chose originalism, textualism and t\\u2026'",0,None,""
@tedcruz,'RT @senjudiciary: WATCH LIVE: Chairman @ChuckGrassley leads hearing on nomination of Neil Gorsuch to be Associate Justice of #SCOTUS https:\\u2026',0,None,""
@tedcruz,'Republicans have pledged for six years to repeal ObamaCare and return choice to America\\u2019s health-care system. https://t.co/55AqZAsUes',1016,None,""
@tedcruz,"#CruzCrew: Tomorrow I'll appear on @FaceTheNation on CBS. Find out when it airs here: https://t.co/01KHVlB1wu\\n\\nHope\\u2026 https://t.co/kkpdLHLQG8""""""",678,None,""
@tedcruz,"RT @FaceTheNation: SUNDAY: Don't miss our exclusive interview with @tedcruz! Check your local listings for times. https://t.co/Z55UYk85Oi h\\u2026""""""",0,None,""
@tedcruz,"'RT @FaceTheNation: SUNDAY: @tedcruz, WH Budget Director Mick Mulvaney and @NancyPelosi https://t.co/o2p1I8oGUr'",0,None,""
@tedcruz,"It's time we deliver on our promise to repeal Obamacare https://t.co/wksdYUZXWx""""""",2658,None,""
@tedcruz,'RT @WSJ: The three criteria for health reform by @SenTedCruz and @RepMarkMeadows https://t.co/u5CBBYgpnj via @WSJOpinion',0,None,""
@tedcruz,"'RT @WilkowMajority: Here are the pics of @SenTedCruz @tedcruz Doing a ""stage dive"" at the @FreedomWorks #DayofAction https://t.co/GPBsjZc2Eq'",0,None,""
@tedcruz,'RT @FoxNews: Mattis pulls Pentagon pick over Muslim Brotherhood fears https://t.co/EhRgIZa4bU https://t.co/DNQxQwNgBp',0,None,""
@tedcruz,"Congrats to Jim Donovan on being nominated Dep Secretary of Treasury. Jim's a good man--smart &amp; well qualified to lead fight for tax reform.""""""",2194,None,""
@tedcruz,'RT @BecketLaw: Becket names \\u201cLion of the Law\\u201d Leonard Leo 2017 Canterbury Medalist: https://t.co/K4DPzNf8rp #CMG2017',0,None,""
@tedcruz,'RT @FreedomWorks: .@tedcruz @SenTedCruz at the #DayofAction rally. #StormCongress #ObamaCare https://t.co/rHrmAAaUq5 https://t.co/TcXLV1k0v6',0,None,""
@tedcruz,"'After years of talk, we know that the Republican repeal-and-replace effort will soon be judged by three criteria... https://t.co/WeXTZNoVW4'",582,None,""
@tedcruz,'Republicans have an historic opportunity to follow through on our promise to repeal ObamaCare: https://t.co/WeXTZNoVW4',1795,None,""
@tedcruz,'A tribute to Snowflakes everywhere.... https://t.co/1k0vSDy06Y',2821,None,""
@tedcruz,"'RT @GovAbbott: For the 5th year in a row, Texas has won @SiteSelection\\u2019s 2016 Governor\\u2019s Cup for being the best state for business. https:/\\u2026'",0,None,""
@tedcruz,'RT @RepMarkMeadows: .@tedcruz is right --&gt; Republicans have a once in a lifetime opportunity. Failure is not an option. \\nhttps://t.co/DGTXR\\u2026',0,None,""
@tedcruz,"'RT @adam_brandon: ""We need REAL repeal that gives you choice with your healthcare""-@tedcruz #StormCongress #repealobamacare https://t.co/MU\\u2026'",0,None,""
@tedcruz,"'RT @SondraClark: ""I am optimistic and energetic. We must #repealobamacare "" - @tedcruz @FreedomWorks rally https://t.co/XISnrNS5ON'",0,None,""
@tedcruz,'Live NOW at @FreedomWorks Day of Action. WATCH: https://t.co/f8QJvi3kNT',238,None,""
@tedcruz,"'RT @TaydeAburto: Senator @tedcruz: ""2/3 of all jobs come from #small businesses. Time to keep fostering economic growth."" #USHCCLegislative\\u2026'",0,None,""
@tedcruz,'RT @derekahunter: On now @tedcruz https://t.co/wTDQ8gmvEl',0,None,""
@tedcruz,"'RT @jaketapper: On this day in 1972, The Godfather opened in theaters. https://t.co/AUPml2u6RY'",0,None,""
@tedcruz,'RT @dcexaminer: Senators accuse State Department of funneling aid to left-wing groups https://t.co/0JxGz39vGs https://t.co/5nvveYXZ6V',0,None,""
@tedcruz,'#CruzCrew: Watch live TODAY: https://t.co/LNf6q9qRNr https://t.co/VvYVJvS8DH',482,None,""
@tedcruz,"'RT @endsmeetmedia: Ted Cruz, Marco Rubio, Trump\\u2019s Lawyer React to Snoop Dogg\\u2019s Anti-Trump \\u201cLavender\\u201d Video https://t.co/gYZOue3TG3 https://\\u2026'",0,None,""
@tedcruz,'RT @OilmanMagazine: Ted Cruz makes timely oil and gas industry endorsement... https://t.co/plC91HsRPW',0,None,""
@tedcruz,"RT @josh_hammer: \\u201cThis is not the mandate that we were elected to fulfill.\\u201d - @tedcruz \\n\\nGood. He's right.\\n\\nhttps://t.co/ujcMlwApej""""""",0,None,""
@tedcruz,"'RT @EmpowerTexans: Known for leading the fight in Washington, U.S. Sen. @tedcruz is now leading one in Austin. #TXLege #SchoolChoice https:\\u2026'",0,None,""
@tedcruz,"'RT @pvenable: Thank you, @tedcruz, for your leadership in championing kids and their education! #SchoolChoice https://t.co/vMr19vIdmh'",0,None,""
@tedcruz,"This is the best opportunity we've had to pass meaningful school choice legislation in #TXLege https://t.co/kByd2UNIoD""""""",1813,None,""
@tedcruz,'RT @TheIJR: I Had Dinner With the Afghan Ambassador. What He Said About the Differences Between Trump &amp; Obama Is Stunning\\n\\nhttps://t.co/DJz\\u2026',0,None,""
@tedcruz,"'RT @allisonfox4news: ""We\'ve been given a Republican house, senate and president...the time for talk is done. The time is now for action."" T\\u2026'",0,None,""
@tedcruz,"'RT @VaughnHillyard: Ted Cruz in Texas: ""We have the potential to impact this country in a profound way""if we ""deliver on what we promised.""'",0,None,""
@tedcruz,"Great to join the @DallasGOP #DallasRDD17. The time for talk is done. The time has come for action. It's time to de\\u2026 https://t.co/LGccbscZtR""""""",2111,None,""
@tedcruz,"'RT @betsy_klein: ""God bless the great state of Texas,"" says @tedcruz at the @DallasGOP Reagan Day Dinner https://t.co/8hUf6Q75Lo'",0,None,""
@tedcruz,'RT @stellamchavez: .@tedcruz called school choice the civil rights issue of 21st century &amp; urged every Texas legislator here to vote in fav\\u2026',0,None,""
@tedcruz,'RT @GovAbbott: State of disaster declared for six Texas Counties. We continue to pray for the Panhandle community.https://t.co/22wGjLkzq2',0,None,""
@tedcruz,'RT @RosaMariaPaya: Gracias @tedcruz @SenatorMenendez @marcorubio por proyecto ley para nombrar calle d embajada en honor a #OswaldoPaya htt\\u2026',0,None,""
@tedcruz,'RT @NRO: WATCH: College Students Support Freedom For Muslim Singers But Not Christian Photographers\\nhttps://t.co/uTWwAh3xHV\\nvia @AllianceDe\\u2026',0,None,""
@tedcruz,'RT @CR: Brah! is that really what the Constitution does?  @natemaddencr explores. https://t.co/aSjriBbVCt',0,None,""
@tedcruz,'RT @AndrewCMcCarthy: Wow ... 5thCir appeals court judge in TX not a fan of Obama DOJ and its views of ... TX. From @ElectionLawCtr https://\\u2026',0,None,""
@tedcruz,'Education choice works. #TXLege: step forward to make Texas a leader again in education by fighting for liberty https://t.co/Ee0zEsGj3v',1635,None,""
@tedcruz,'I enthusiastically applaud @POTUS\\u2019s nomination of Noel Francisco to be Solicitor General of the United States: https://t.co/obnxDYJkLU',2394,None,""
@tedcruz,"'RT @horsepro001: @ChuckNellis Take heart, my friend. Leave it to @tedcruz to lead the way out.\\nhttps://t.co/KEHkztbsfa'",0,None,""
@tedcruz,'RT @TexasTribune: .@TedCruz sent a letter to #txlege lawmakers Thursday urging them to pass school choice. https://t.co/0oIHnzii3Q https://\\u2026',0,None,""
@tedcruz,"'I could not encourage state legislators more to take up this issue, to show courage, and to empower our kids https://t.co/qewmrr3E37 #TXLege'",1789,None,""
@tedcruz,"'Two Years Later, IRS Locates 6,924 Docs Related to Tea Party Targeting https://t.co/AXY0zywzLH'",4958,None,""
@tedcruz,"'Our family had dinner w the President &amp; First Lady, who were warm &amp; gracious. Catherine brought Joe--her kindergart\\u2026 https://t.co/a9YyhtFhF'",19991,None,""
@tedcruz,'RT @VP: Welcomed @SenTedCruz to my office in the @WhiteHouse. Looking forward to working closely with the Senator on important legislation\\u2026',0,None,""
@tedcruz,"RT @RepBrianBabin: Proud to work w/ @SenTedCruz &amp; @LamarSmithTX21 to send bipartisan @NASA authorization bill to @POTUS' desk! https://t.co\\u2026""""""",0,None,""
@tedcruz,"'A strong step for Texas, and one giant leap for space exploration! https://t.co/UcZNt1VObD https://t.co/yXsqbtrVES'",1107,None,""
@tedcruz,"RT @JulieFineNBC5: Statement from @SenTedCruz on NASA transition authorization act- which heads to the President's desk @NBCDFW https://t.c\\u2026""""""",0,None,""
@tedcruz,'RT @GovAbbott: Prayers for those in the path of wildfires in the Texas Panhandle tonight. Heed all warnings from local officials. https://t\\u2026',0,None,""
@tedcruz,'RT @CR: Trump immigration order 2.0: What you need to know https://t.co/InmeEYG50l \\nvia @JordanSchachtel',0,None,""
@tedcruz,"'RT @GovAbbott: Remembering the courage of those who fought for Texas\\u2019 Independence in the battle of the Alamo, which fell on this day 181 y\\u2026'",0,None,""
